# creditos.dat - donde guarda cada juego su contador de creditos.
# Las lineas sin marca las comprobo buscar_creditos.sh ejecutando el juego:
# se le escriben creditos y se comprueba que el juego los gasta al pulsar START.
# Las marcadas (cheat) vienen de la coleccion de cheats de MAME y NO estan
# comprobadas: se leen solo si pasan la prueba de las monedas, y nunca se
# escribe en ellas. Varias direcciones con "+" son copias del mismo contador.
bbakraidj @:maincpu,program,203400   # (cheat)
bballoon @:maincpu,program,300789a8   # (cheat)
bbmanw @:maincpu,program,a0055   # (cheat)
bbmanwj @:maincpu,program,a0055   # (cheat)
bbmanwja @:maincpu,program,a0055   # (cheat)
bbredux @:maincpu,program,e366   # (cheat)
bbroscl @:maincpu,program,800c7012   # (cheat)
bcrusher @:maincpu,program,f000   # (cheat)
bcstry @:maincpu,program,341c8d   # (cheat)
bcstrya @:maincpu,program,341c8d   # (cheat)
beastf @:maincpu,program,7d37   # (cheat)
beastfp @:maincpu,program,4c36   # (cheat)
beastrzr @:maincpu,program,3b8648   # (cheat)
beastrzra @:maincpu,program,3b8568   # (cheat)
beastrzrb @:maincpu,program,3b8568   # (cheat)
beathead @:maincpu,program,980   # (cheat)
beezer @:maincpu,program,559   # (cheat)
beezer1 @:maincpu,program,555   # (cheat)
bel @:maincpu,program,5a87f0   # (cheat)
berabohm @:maincpu,program,205e   # (cheat)
berabohmb @:maincpu,program,205e   # (cheat)
berenstn @:maincpu,program,17   # (cheat)
berlwall @:maincpu,program,200020   # (cheat)
berlwallk @:maincpu,program,200020   # (cheat)
berlwallt @:maincpu,program,200020   # (cheat)
bermudat @:maincpu,program,e3ca   # (cheat)
bermudata @:maincpu,program,e3ca   # (cheat)
bermudatj @:maincpu,program,e3ca   # (cheat)
berzerk @:maincpu,program,8a4   # (cheat)
